timestamp,device_id,event_type,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,packet_count,flow_duration,bytes_sent,bytes_received,tcp_flags,label,anomaly_score,attack_type,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
2024-01-01 00:00:01,device_060,HTTP,192.168.1.139,10.0.116.29,55836,25924,HTTP,860,57,12.95626482794866,2074,500903,PSH-ACK,0,0.05797970718228287,Normal,0.5693391729252982,3.10338440576487,0.11907656822460898,0.9520165453293079,-0.251766827070369,0.9570368301362232,-0.30593985378884925,0.42556604588258284,-0.8239174072841009,-0.6790973635694569,1.5339214444906837,1.9062826161271422,0.560506230141569,0.528005288197053,-0.4962305604880284,0.5441076535168716,-0.6884182762894664,1.3390059979211761,-0.047483164618452506,0.23583492080535307
2024-01-01 00:00:08,device_043,UDP,192.168.1.44,10.0.1.233,7098,17024,UDP,378,48,44.463030936952435,23413,236145,PSH,1,0.9948453170485709,Overflow,0.05267220981521858,-0.2367610667849929,-2.3586788086803407,-0.12245281353774572,-0.23844566714956222,-0.19823793965256276,-1.8854421728240518,0.3942895459611482,0.07876622963734135,-0.1123231172015702,1.5310812266172202,-2.2193403249533223,-0.25081776760670776,2.361004937000359,0.28647008643351857,-1.3796822591261741,-0.39432125908374105,-0.26416810625591164,0.16975906478722225,1.5555463071561142
2024-01-01 00:00:22,device_076,DNS,192.168.1.14,10.0.112.251,52524,53524,DNS,245,46,48.762523989725636,232935,3881,PSH-ACK,0,0.10921898532808767,Normal,0.5957994754163319,-0.10351635506286486,-1.3316043186119952,-0.1814742023560683,0.840918636530436,0.552644714466308,2.381982369408583,0.7052834899766558,0.4619817108954856,-0.5268458339016268,0.8894010298444365,0.41874191445473796,0.4528113933050707,-0.4780441708839296,1.0865719049305225,3.3822428762351637,0.7628604844305278,-0.6823227785683137,-0.23174943983759091,0.15489538643251938
2024-01-01 00:00:29,device_068,TCP,192.168.1.237,10.0.177.237,40642,60024,TCP,348,54,4.996265028882878,1209074,372149,PSH,0,0.182099907793738,Normal,-1.1312609933900393,-1.2774179481323849,-0.7502886691740386,1.0777374176922063,-1.6794266193847127,1.4545182356013244,0.22746726788069838,0.7319262453856865,1.4513090463002989,1.0642412951735265,1.2459344583103642,0.1233243976285878,0.4183644931773538,-0.7779752322371035,1.600129099440466,0.29060916946140414,-0.016693239534585715,0.33474402682229554,0.2732538833871209,0.7141974053763827
2024-01-01 00:00:41,device_005,HTTP,192.168.1.29,10.0.64.108,54578,1724,HTTP,4061,48,13.697282501995204,38979,30907,SYN,0,0.043919754625838504,Normal,-0.9448697722957545,-0.0805403246249705,-0.774817263600515,0.6336620212924092,-0.036902840728767206,0.7396229667440826,0.654663962731513,-0.08857025731884294,0.8059009431107838,-0.02764129760354811,-0.07416201288608566,0.813907117439669,-1.0943515031343833,-1.189130801558776,0.27744658261079375,0.7300295312062078,-0.1354889413514956,1.8969290449692906,-0.5813065462115173,0.21403794472129267
2024-01-01 00:00:54,device_037,TCP,192.168.1.74,10.0.19.180,34542,5224,TCP,426,51,14.021164568136532,29143,179732,RST,0,0.013302982158858024,Normal,0.12395793250589623,0.29740069139109965,1.2130147200800059,-0.17401311532615715,-0.010901197099380455,-0.0948269890469991,-1.6068579463628425,-0.13859424920308436,0.08987912040214814,-0.6925449561889402,-0.7504865750365622,0.3227610568764579,0.9304824509235254,0.4329659175148597,1.489503363617231,-1.1182561446496022,-0.9153607618436007,-0.10530909933414562,-0.06819330273561863,0.2195261375028324
2024-01-01 00:00:57,device_072,DNS,192.168.1.50,10.0.212.37,26468,30624,DNS,869,37,4.925389606321466,7428,26196,FIN,0,0.010389845419107467,Normal,1.7580693607288245,-1.1842208938938112,-1.9141866727408046,0.36783819339889656,-0.2856085173890448,1.9440486756879016,0.2577645534085519,0.0008206283430316763,-0.007968024861214118,-0.025213046997475976,-1.2539027591240839,2.0693246878060867,-1.8327062129565748,-0.17955108909337536,0.14186329820713017,-0.6951481700270656,1.380785786697017,0.01700158298701464,0.1312679917282588,-0.9253356713630755
2024-01-01 00:01:11,device_031,DNS,192.168.1.240,10.0.71.27,21470,48924,DNS,3137,40,48.052055401497384,10372,389125,PSH-ACK,1,0.8984888408144963,Scan,0.5606806600900509,-0.498691424809695,-1.4278065290843733,0.18481416761224878,-0.5495377985779493,-0.04465130112862316,0.01909671231209128,0.560270477118585,0.31341205266384853,-0.14129889580556862,1.0081375994095685,0.9179304668533151,-0.3971661738562422,0.8249790644500962,-0.3035340067177484,-1.468582216488888,0.9764865127788058,-1.5321480320494418,1.36701688224365,2.4538970952253205
2024-01-01 00:01:22,device_009,HTTP,192.168.1.5,10.0.174.123,29567,41824,HTTP,722,64,36.8508675406498,77524,3571,RST,0,0.057039687154890495,Normal,0.6072039897442452,0.32701072997561287,0.45239448329036974,0.4672036928277625,-0.71005905662051,0.09313295739232577,-0.9662583876600286,1.1211554231851428,0.7667121161322208,-0.1833849837729115,-0.7506149240081764,-1.8380930529192674,-0.4633827080477286,-0.45054942058807257,-1.5431168548111496,1.456285288912995,0.8966994892570667,0.10775250334940593,1.656199105651475,-3.0755827889194802
2024-01-01 00:01:29,device_051,TCP,192.168.1.200,10.0.226.134,57610,30724,TCP,2835,37,6.335774506177193,11734,21787,PSH,0,0.1617766080870457,Normal,-1.0736764955672504,-0.5248354791007701,0.23027231325506942,1.2694507234235926,0.28245048926523897,-0.1636254487730873,0.6679560449210992,-0.33687345270658386,-0.744311787757107,0.6770887603403851,-0.37376214996776835,1.404216161675138,-0.7766120806414085,0.6287820996303176,-1.0032894910956942,-1.109698001848983,-0.06085368274200603,0.6654810515915741,0.16949958375604593,-0.7255704816476649
